apn,shape_area,category,year_built,class,county,unknown,place_name
"020914508",260100,Existing,2006,light industrial,San Bernardino County,"0",Rancho Cucamonga
"020914507",228200,Existing,1980,light industrial,San Bernardino County,"0",Rancho Cucamonga
"020903211",51800,Existing,1980,storage warehouse,San Bernardino County,"0",Rancho Cucamonga
"020920118",187800,Existing,1980,distribution warehouse,San Bernardino County,"0",Rancho Cucamonga
"020919309",252400,Existing,1986,light industrial,San Bernardino County,"0",Rancho Cucamonga
"020925111",74000,Existing,1980,distribution warehouse,San Bernardino County,"0",Rancho Cucamonga
"020915150",159300,Existing,2014,storage warehouse,San Bernardino County,"0",Rancho Cucamonga
"020921146",205800,Existing,2009,light industrial,San Bernardino County,"0",Rancho Cucamonga
"020921149",838300,Existing,2003,distribution warehouse,San Bernardino County,"0",Rancho Cucamonga
"020941105",53000,Existing,2001,storage warehouse,San Bernardino County,"0",Rancho Cucamonga
"020941136",321800,Existing,2016,distribution warehouse,San Bernardino County,"0",Rancho Cucamonga
"020941112",409900,Existing,2002,distribution warehouse,San Bernardino County,"0",Rancho Cucamonga
"021007245",1045400,Existing,2002,distribution warehouse,San Bernardino County,"0",Rancho Cucamonga
"020949124",107100,Existing,1980,storage warehouse,San Bernardino County,"0",Rancho Cucamonga
"020901368",263100,Existing,2005,flex,San Bernardino County,"0",Rancho Cucamonga
"020917118",203900,Existing,2002,light industrial,San Bernardino County,"0",Rancho Cucamonga
"020926128",219700,Existing,2004,distribution warehouse,San Bernardino County,"0",Rancho Cucamonga
"020926223",107700,Existing,1980,storage warehouse,San Bernardino County,"0",Rancho Cucamonga
"020926225",229200,Existing,2020,distribution warehouse,San Bernardino County,"0",Rancho Cucamonga
"021007150",213000,Existing,1986,light industrial,San Bernardino County,"0",Rancho Cucamonga
"020903266",124200,Existing,2018,storage warehouse,San Bernardino County,"0",Rancho Cucamonga
"020923410",54700,Existing,2004,storage warehouse,San Bernardino County,"0",Rancho Cucamonga
"020921170",205600,Existing,2021,distribution warehouse,San Bernardino County,"0",Rancho Cucamonga
"020921150",848300,Existing,2004,distribution warehouse,San Bernardino County,"0",Rancho Cucamonga
"020923115",306800,Existing,2003,distribution warehouse,San Bernardino County,"0",Rancho Cucamonga
"021003201",411100,Existing,1984,distribution warehouse,San Bernardino County,"0",Rancho Cucamonga
"020901217",190500,Existing,1998,distribution warehouse,San Bernardino County,"0",Rancho Cucamonga
"020901369",149900,Existing,2005,storage warehouse,San Bernardino County,"0",Rancho Cucamonga
"020940123",346800,Existing,2000,distribution warehouse,San Bernardino County,"0",Rancho Cucamonga
"020940106",255500,Existing,1985,light industrial,San Bernardino County,"0",Rancho Cucamonga
"021007246",1765700,Existing,2004,distribution warehouse,San Bernardino County,"0",Rancho Cucamonga
"021003212",759000,Existing,2001,flex,San Bernardino County,"0",Rancho Cucamonga
"020914313",476900,Existing,1981,light industrial,San Bernardino County,"0",Rancho Cucamonga
"020914323",219400,Existing,1980,light industrial,San Bernardino County,"0",Rancho Cucamonga
"020914306",206100,Existing,1980,light industrial,San Bernardino County,"0",Rancho Cucamonga
"020914311",409800,Existing,2004,storage warehouse,San Bernardino County,"0",Rancho Cucamonga
"020925115",290000,Existing,1980,light industrial,San Bernardino County,"0",Rancho Cucamonga
"020921141",207800,Existing,2018,distribution warehouse,San Bernardino County,"0",Rancho Cucamonga
"021008125",618700,Existing,2006,distribution warehouse,San Bernardino County,"0",Rancho Cucamonga
"020913101",205400,Existing,1980,storage warehouse,San Bernardino County,"0",Rancho Cucamonga
"020901370",74700,Existing,2005,storage warehouse,San Bernardino County,"0",Rancho Cucamonga
"020925111",113400,Existing,1980,distribution warehouse,San Bernardino County,"0",Rancho Cucamonga
"020914333",222600,Existing,1998,storage warehouse,San Bernardino County,"0",Rancho Cucamonga
"020914319",301000,Existing,1980,light industrial,San Bernardino County,"0",Rancho Cucamonga
"020914303",200100,Existing,1980,light industrial,San Bernardino County,"0",Rancho Cucamonga
"020925110",201100,Existing,2020,distribution warehouse,San Bernardino County,"0",Rancho Cucamonga
"020949120",55600,Existing,1990,storage warehouse,San Bernardino County,"0",Rancho Cucamonga
"020921171",262400,Existing,2021,distribution warehouse,San Bernardino County,"0",Rancho Cucamonga
"020923411",61500,Existing,2004,storage warehouse,San Bernardino County,"0",Rancho Cucamonga
"020903229",191900,Existing,2018,storage warehouse,San Bernardino County,"0",Rancho Cucamonga
"020901353",69500,Existing,1991,storage warehouse,San Bernardino County,"0",Rancho Cucamonga
"020915138",263000,Existing,2013,distribution warehouse,San Bernardino County,"0",Rancho Cucamonga
"020915140",168600,Existing,2013,distribution warehouse,San Bernardino County,"0",Rancho Cucamonga
"020915151",94700,Existing,2014,storage warehouse,San Bernardino County,"0",Rancho Cucamonga
"020949121",55700,Existing,1989,storage warehouse,San Bernardino County,"0",Rancho Cucamonga
"020914519",65100,Existing,1998,storage warehouse,San Bernardino County,"0",Rancho Cucamonga
"020914305",353900,Existing,1987,flex,San Bernardino County,"0",Rancho Cucamonga
"020914326",111000,Existing,1980,storage warehouse,San Bernardino County,"0",Rancho Cucamonga
"020901371",124600,Existing,2005,storage warehouse,San Bernardino County,"0",Rancho Cucamonga
"020940102",301700,Existing,1984,distribution warehouse,San Bernardino County,"0",Rancho Cucamonga
"020940103",290300,Existing,1984,distribution warehouse,San Bernardino County,"0",Rancho Cucamonga
"020940104",357000,Existing,1984,distribution warehouse,San Bernardino County,"0",Rancho Cucamonga
"020940105",336000,Existing,1996,light industrial,San Bernardino County,"0",Rancho Cucamonga
"020915149",121100,Existing,2014,storage warehouse,San Bernardino County,"0",Rancho Cucamonga
"021008147",264500,Existing,2022,distribution warehouse,San Bernardino County,"0",Rancho Cucamonga
"021008146",81400,Existing,2022,storage warehouse,San Bernardino County,"0",Rancho Cucamonga
"021008148",262000,Existing,2022,distribution warehouse,San Bernardino County,"0",Rancho Cucamonga
"021031104",57100,Existing,2000,storage warehouse,San Bernardino County,"0",Ontario
"021008294",515700,Existing,2019,distribution warehouse,San Bernardino County,"0",Rancho Cucamonga
"021037102",249300,Existing,2016,storage warehouse,San Bernardino County,"0",Rancho Cucamonga
"021007138",187800,Existing,1980,light industrial,San Bernardino County,"0",Rancho Cucamonga
"021037109",165800,Existing,2003,light industrial,San Bernardino County,"0",Rancho Cucamonga
"021020513",96800,Existing,2019,storage warehouse,San Bernardino County,"0",Ontario
"021007132",265500,Existing,1980,light industrial,San Bernardino County,"0",Rancho Cucamonga
"021007161",80600,Existing,1986,storage warehouse,San Bernardino County,"0",Rancho Cucamonga
"021031103",55700,Existing,2000,storage warehouse,San Bernardino County,"0",Ontario
"021123250",91900,Existing,2000,storage warehouse,San Bernardino County,"0",Ontario
"021123225",91500,Existing,1999,storage warehouse,San Bernardino County,"0",Ontario
"021123227",113900,Existing,1999,storage warehouse,San Bernardino County,"0",Ontario
"021127214",62500,Existing,2021,storage warehouse,San Bernardino County,"0",Ontario
"021127534",665100,Existing,1990,distribution warehouse,San Bernardino County,"0",Ontario
"021631204",393800,Existing,1980,transit warehouse (truck terminal),San Bernardino County,"0",Ontario
"021055103",128600,Existing,1980,transit warehouse (truck terminal),San Bernardino County,"0",Ontario
"021123249",73500,Existing,2000,storage warehouse,San Bernardino County,"0",Ontario
"021123251",80800,Existing,2000,storage warehouse,San Bernardino County,"0",Ontario
"021127511",680600,Existing,2001,distribution warehouse,San Bernardino County,"0",Ontario
"021132127",61500,Existing,2005,storage warehouse,San Bernardino County,"0",Ontario
"021127516",111600,Existing,1990,storage warehouse,San Bernardino County,"0",Ontario
"021127539",794200,Existing,2001,distribution warehouse,San Bernardino County,"0",Ontario
"021631205",414000,Existing,2004,transit warehouse (truck terminal),San Bernardino County,"0",Ontario
"021019120",215900,Existing,1987,light industrial,San Bernardino County,"0",Ontario
"021123252",77100,Existing,2000,storage warehouse,San Bernardino County,"0",Ontario
"021126111",1422400,Existing,1998,distribution warehouse,San Bernardino County,"0",Ontario
"021126110",1261600,Existing,1998,distribution warehouse,San Bernardino County,"0",Ontario
"021126115",229000,Existing,2012,distribution warehouse,San Bernardino County,"0",Ontario
"021126116",208400,Existing,2012,flex,San Bernardino County,"0",Ontario
"021127502",363300,Existing,2000,flex,San Bernardino County,"0",Ontario
"021127515",168100,Existing,1990,storage warehouse,San Bernardino County,"0",Ontario
"021021150",382700,Existing,2015,improvements ass'd associated apn,San Bernardino County,"0",Ontario
"021122206",54500,Existing,1990,storage warehouse,San Bernardino County,"0",Ontario
"021122205",77400,Existing,1990,storage warehouse,San Bernardino County,"0",Ontario
"021122204",105500,Existing,1990,storage warehouse,San Bernardino County,"0",Ontario
"021128130",526900,Existing,2001,distribution warehouse,San Bernardino County,"0",Ontario
"021128131",272200,Existing,2001,distribution warehouse,San Bernardino County,"0",Ontario
"021126319",3055500,Existing,1992,transit warehouse (truck terminal),San Bernardino County,"0",Ontario
"021128132",318200,Existing,1999,distribution warehouse,San Bernardino County,"0",Ontario
"021128140",700200,Existing,1999,flex,San Bernardino County,"0",Ontario
"021122203",244000,Existing,1989,light industrial,San Bernardino County,"0",Ontario
"021122262",875800,Existing,1996,distribution warehouse,San Bernardino County,"0",Ontario
"021122273",519800,Existing,1998,distribution warehouse,San Bernardino County,"0",Ontario
"021122265",600700,Existing,1999,distribution warehouse,San Bernardino County,"0",Ontario
"021122266",463700,Existing,1998,distribution warehouse,San Bernardino County,"0",Ontario
"021126113",1240300,Existing,2008,flex,San Bernardino County,"0",Ontario
"021128141",825600,Existing,1999,distribution warehouse,San Bernardino County,"0",Ontario
"021128134",1345400,Existing,1999,distribution warehouse,San Bernardino County,"0",Ontario
"021126119",68800,Existing,2017,storage warehouse,San Bernardino County,"0",Ontario
"021127503",393000,Existing,1990,distribution warehouse,San Bernardino County,"0",Ontario
"021127513",139700,Existing,1992,storage warehouse,San Bernardino County,"0",Ontario
"021122270",414200,Existing,2003,flex,San Bernardino County,"0",Ontario
"021122240",299200,Existing,1998,distribution warehouse,San Bernardino County,"0",Ontario
"021124249",269200,Existing,1996,light industrial,San Bernardino County,"0",Ontario
"021126120",104100,Existing,2017,storage warehouse,San Bernardino County,"0",Ontario
"021122241",411300,Existing,1987,distribution warehouse,San Bernardino County,"0",Ontario
"021122264",877500,Existing,1999,distribution warehouse,San Bernardino County,"0",Ontario
"021122242",54200,Existing,1987,storage warehouse,San Bernardino County,"0",Ontario
"021128143",914600,Existing,2001,distribution warehouse,San Bernardino County,"0",Ontario
"021128144",1231300,Existing,2001,distribution warehouse,San Bernardino County,"0",Ontario
"021127514",135500,Existing,1990,storage warehouse,San Bernardino County,"0",Ontario
"021127540",114600,Existing,2003,storage warehouse,San Bernardino County,"0",Ontario
"021021228",56400,Existing,1987,storage warehouse,San Bernardino County,"0",Ontario
"021124261",488800,Existing,1998,distribution warehouse,San Bernardino County,"0",Ontario
"021126343",99500,Existing,2000,storage warehouse,San Bernardino County,"0",Ontario
"021127542",68200,Existing,2001,storage warehouse,San Bernardino County,"0",Ontario
"021021267",347200,Existing,2020,light industrial,San Bernardino County,"0",Ontario
"021122243",62700,Existing,1988,storage warehouse,San Bernardino County,"0",Ontario
"021124244",434000,Existing,1994,light industrial,San Bernardino County,"0",Ontario
"021130111",461700,Existing,2001,distribution warehouse,San Bernardino County,"0",Ontario
"021124260",274900,Existing,1997,light industrial,San Bernardino County,"0",Ontario
"021124258",235400,Existing,1999,distribution warehouse,San Bernardino County,"0",Ontario
"021127552",484900,Existing,1990,distribution warehouse,San Bernardino County,"0",Ontario
"021124262",469200,Existing,1999,flex,San Bernardino County,"0",Ontario
"021127518",220800,Existing,1992,light industrial,San Bernardino County,"0",Ontario
"021122239",482400,Existing,1987,light industrial,San Bernardino County,"0",Ontario
"021122244",88000,Existing,1987,storage warehouse,San Bernardino County,"0",Ontario
"021128105",648100,Existing,1980,distribution warehouse,San Bernardino County,"0",Ontario
"021128145",115100,Existing,2004,storage warehouse,San Bernardino County,"0",Ontario
"021126324",438600,Existing,1998,distribution warehouse,San Bernardino County,"0",Ontario
"021126206",510700,Existing,1992,distribution warehouse,San Bernardino County,"0",Ontario
"021128158",842500,Existing,2008,flex,San Bernardino County,"0",Ontario
